cpf,nome_completo,profissao,trabalha_com_carteira_assinada,idade,localizacao,renda_mensal,estado_civil,numero_de_dependentes,score_de_credito,inadimplencia_anterior,valor_total_do_credito_em_aberto,tipo_de_credito_utilizado_anteriormente,valor_da_compra_a_credito,numero_de_parcelas,taxa_de_juros_mensal_(%),taxa_de_juros_anual_(%),percentual_de_entrada_(%),valor_da_entrada,compra_com_entrada,tipo_de_produto_ou_servico_adquirido,data_da_compra,data_de_entrega,data_da_ultima_compra,data_da_proxima_parcela,numero_de_compras_a_credito_anteriores,montante_total_ja_financiado,percentual_de_comprometimento_de_renda_(%),status_do_pagamento_atual,canal_de_aquisicao,comentarios_e_historico_de_interacoes,status_pgto_ordem,risco_pagamento,score_ajustado
715.436.982-55,Pedro Henrique Viana,Engenheiro industrial,0,40,Barros,6641,Viúvo,1,549,1,4984.62,Pessoal,18686.28,36,2.45,10.94,40,9372.81,False,Eletrodomésticos,2024-10-25,2024-12-02,2024-11-02,2024-11-21,4,32431.08,11.54,Atrasado,Online,Eaque iure quasi ab itaque eligendi ullam quidem quis necessitatibus possimus ipsum.,3,0,274.5
150.629.734-06,Murilo Nascimento,Delegado,1,60,Nogueira do Oeste,7680,Divorciado,2,758,0,34136.03,Imobiliário,11585.66,12,2.66,33.56,40,33.99,True,Móveis,2023-09-03,2024-11-20,2024-06-26,2024-12-10,19,37223.38,12.12,Em dia,Presencial,Tenetur sapiente nihil earum ratione exercitationem occaecati placeat dolores unde aperiam consequuntur.,1,1,758.0
725.108.463-53,Vinicius Costela,Profissional de marketing,1,62,Teixeira do Norte,19907,Divorciado,2,656,0,13860.4,Pessoal,8258.4,6,2.88,24.49,30,6442.43,False,Ferramentas,2021-12-06,2024-11-13,2024-10-11,2024-11-25,10,38803.97,35.05,Renegociado,Online,Voluptatibus beatae alias consequatur possimus a voluptatibus ad delectus natus est exercitationem suscipit.,2,1,656.0
048.759.126-76,Maysa Moraes,Estivador,0,28,Silva do Galho,10172,Viúvo,4,541,0,20838.0,Pessoal,29431.52,48,2.1,24.44,40,4747.96,False,Ferramentas,2024-01-29,2024-12-01,2023-01-30,2024-12-15,19,99488.98,17.12,Atrasado,Presencial,Tenetur nisi quo placeat placeat repudiandae quibusdam.,3,0,541.0
125.687.439-64,Erick das Neves,Engenheiro cartográfico,0,44,Silva,9799,Viúvo,3,802,0,33649.25,Veículo,20101.86,36,1.63,34.61,20,9166.9,False,Ferramentas,2024-10-17,2024-11-14,2021-08-19,2024-12-21,20,36953.23,20.25,Atrasado,Online,Similique quis deleniti reiciendis quam aut consequuntur omnis nemo eius sit illo delectus.,3,0,802.0
185.690.723-68,Diogo Teixeira,General,0,38,Barbosa do Oeste,16988,Divorciado,3,339,1,41245.6,Pessoal,24255.3,36,1.34,29.73,20,6975.02,False,Eletrodomésticos,2023-05-31,2024-11-05,2021-05-19,2024-12-25,5,92372.46,32.07,Atrasado,Online,Repellendus corrupti ipsa perferendis temporibus rem exercitationem porro minima libero minus.,3,0,169.5
576.210.948-85,Thiago Nascimento,Engenheiro ambiental,1,61,Ramos,2631,Solteiro,4,361,0,46797.43,Parcelamento em Loja,14579.6,48,0.65,14.66,10,1547.76,True,Eletrônicos,2024-07-18,2024-11-25,2021-02-13,2024-11-14,15,23454.49,30.42,Atrasado,Presencial,Quaerat expedita eos veritatis ea quidem voluptate reiciendis reprehenderit numquam nesciunt eveniet aspernatur.,3,0,361.0
381.960.452-98,Rafael Barros,Hostess,0,45,das Neves,10539,Casado,1,795,1,6497.31,Veículo,45959.19,24,1.51,13.84,20,2122.5,True,Ferramentas,2024-02-27,2024-11-08,2021-02-07,2024-11-28,15,62098.22,47.31,Em dia,Telefone,Exercitationem facere quidem dolore iste adipisci quisquam consequatur delectus.,1,0,397.5
754.821.369-73,Bruno da Conceição,Empregado doméstico,0,36,Cardoso do Oeste,7410,Divorciado,3,474,0,43661.11,Imobiliário,35222.95,6,0.93,20.48,10,2548.63,False,Eletrodomésticos,2022-04-19,2024-11-20,2021-12-26,2024-12-16,3,31339.7,28.36,Atrasado,Presencial,Impedit dicta ipsam harum voluptatum consequuntur assumenda.,3,0,474.0
240.571.896-02,Alexia Cavalcanti,Microfonista,0,54,da Rocha de Alves,17008,Casado,3,795,0,37507.48,Pessoal,33387.76,48,1.92,26.11,20,8259.23,True,Eletrodomésticos,2023-08-17,2024-11-16,2024-04-03,2024-12-18,1,83805.63,23.18,Renegociado,Presencial,Rerum fugiat incidunt quam sit cumque incidunt sunt cupiditate incidunt.,2,1,795.0
342.160.978-04,Lorenzo Costa,Forneiro,0,41,Nascimento,8253,Divorciado,4,666,1,21372.67,Veículo,26682.58,6,1.3,29.56,30,6514.11,True,Eletrodomésticos,2023-11-10,2024-11-28,2021-01-16,2024-12-05,14,41009.86,36.74,Renegociado,Telefone,Ducimus blanditiis voluptate omnis hic accusamus numquam animi necessitatibus assumenda rerum dolores.,2,0,333.0
107.638.942-22,Danilo Gomes,Capoeirista,0,53,Correia,1924,Casado,2,796,0,44907.38,Pessoal,31308.11,24,1.86,31.32,0,1022.02,False,Móveis,2021-12-27,2024-11-06,2024-10-16,2024-11-09,6,95377.74,44.53,Renegociado,Telefone,Ullam nisi veniam ipsa laudantium animi excepturi quae quam.,2,1,796.0
807.926.413-96,Diego Carvalho,Teólogo,1,65,Almeida de Goiás,5876,Casado,4,679,0,38102.59,Veículo,44333.74,48,2.7,15.96,0,8472.32,False,Eletrônicos,2023-01-12,2024-11-09,2021-05-14,2024-11-06,18,38671.76,34.22,Em dia,Presencial,Molestiae ullam commodi perspiciatis quam ipsam perspiciatis aut cupiditate quis eligendi dolorem quod.,1,0,679.0
193.485.207-41,Luiz Felipe Moreira,Engenheiro agrimensor,1,28,da Luz das Flores,13516,Viúvo,2,363,0,46325.34,Pessoal,6848.39,24,2.08,32.04,30,3663.46,True,Eletrodomésticos,2023-09-13,2024-11-11,2024-07-11,2024-11-30,3,60276.48,21.02,Em dia,Online,Minus aliquam magnam sed at eos corrupti corporis non doloribus error aliquid perspiciatis.,1,0,363.0
245.918.760-20,João Vitor Castro,Médico geneticista,1,26,Moura,15191,Viúvo,3,774,0,33702.92,Veículo,24082.57,24,0.67,13.63,20,1889.16,True,Móveis,2024-03-19,2024-11-17,2022-07-06,2024-11-19,11,42432.94,34.14,Em dia,Online,Cupiditate quam autem ducimus iusto quisquam ipsam iure non aperiam quaerat eos ad.,1,1,774.0
103.592.648-24,Vitória Aragão,Lenhador,1,65,Barbosa Grande,15724,Solteiro,3,541,1,20476.22,Parcelamento em Loja,39200.57,6,2.47,34.32,10,6704.52,False,Ferramentas,2024-10-30,2024-11-13,2021-12-02,2024-11-15,2,5669.96,11.5,Renegociado,Presencial,Occaecati deserunt assumenda sed dicta error ipsa nostrum dolore.,2,0,270.5
137.254.980-32,Ana Julia Rodrigues,Hostess,1,46,Farias,16570,Divorciado,2,483,0,3625.21,Imobiliário,28401.29,48,2.06,7.99,0,7215.03,False,Móveis,2023-08-22,2024-11-19,2024-05-24,2024-12-02,3,39827.94,31.69,Renegociado,Telefone,Suscipit placeat sequi optio nesciunt laborum perspiciatis.,2,0,483.0
256.314.870-71,Ana Julia da Rocha,Balconista,1,69,Pereira Verde,10831,Viúvo,4,754,1,37072.49,Veículo,47564.73,24,2.11,11.56,20,2954.11,True,Eletrônicos,2022-02-16,2024-11-17,2023-02-04,2024-11-13,6,14331.71,44.44,Atrasado,Telefone,Eum illum placeat beatae perferendis iusto consectetur.,3,0,377.0
517.048.392-97,Kamilly Nascimento,Guarda roupeiro,1,18,da Rocha Paulista,17065,Viúvo,3,358,1,38096.91,Pessoal,27016.7,24,1.47,14.97,10,412.64,False,Ferramentas,2022-02-14,2024-11-25,2021-05-17,2024-11-08,15,16678.55,30.19,Renegociado,Telefone,Repellat tenetur distinctio cum beatae incidunt placeat assumenda amet magnam.,2,0,179.0
801.239.576-21,Dr. Davi Lucca da Mata,Produtor de eventos,1,53,Alves das Pedras,11300,Viúvo,3,561,0,24838.79,Veículo,38931.86,12,0.82,16.1,0,6889.07,False,Ferramentas,2022-03-20,2024-11-12,2024-08-18,2024-12-09,15,18040.27,20.37,Atrasado,Presencial,Reprehenderit culpa atque mollitia id tempore ratione ipsam.,3,0,561.0
947.183.260-87,André da Luz,Otorrinolaringologista,0,51,Nascimento Paulista,4869,Solteiro,0,586,0,46491.58,Parcelamento em Loja,42401.45,36,1.75,20.37,0,4004.53,True,Eletrônicos,2022-12-18,2024-11-25,2023-03-18,2024-11-22,3,47270.55,45.02,Em dia,Online,Ipsa laborum quo facere natus placeat laborum ipsam eos sed qui.,1,1,586.0
175.903.862-86,Maria Fernanda Azevedo,Babysitter,0,36,Rodrigues,13654,Casado,1,731,0,11599.33,Parcelamento em Loja,13004.28,48,0.82,27.77,30,5902.43,False,Móveis,2024-09-02,2024-11-14,2024-09-26,2024-12-19,20,7886.3,15.28,Renegociado,Online,Fuga deserunt ducimus et ab voluptates ab.,2,1,731.0
819.735.024-88,Joaquim Monteiro,Hostess,1,67,Alves das Flores,13908,Solteiro,3,651,0,13791.1,Veículo,4728.27,12,1.21,15.16,20,6219.92,False,Ferramentas,2023-05-14,2024-11-12,2023-02-05,2024-12-12,16,33946.63,12.19,Atrasado,Online,Quia maxime natus nam alias distinctio velit odit sunt cumque.,3,0,651.0
153.294.706-25,Mariana Viana,Tecelão,1,53,Porto,4293,Divorciado,4,371,0,29824.74,Imobiliário,2264.97,36,1.5,31.43,40,3393.89,False,Móveis,2023-11-12,2024-11-22,2023-12-27,2025-01-03,16,4083.09,13.55,Em dia,Online,Magnam iste id dolores quod earum non quaerat dignissimos illum.,1,0,371.0
674.958.231-19,Davi Lucca Silveira,Nutrologista,1,34,das Neves,8396,Casado,2,496,0,14489.11,Pessoal,23669.06,48,1.55,13.48,20,4252.34,False,Eletrônicos,2023-07-21,2024-11-09,2020-11-12,2024-12-26,19,7842.64,28.84,Atrasado,Telefone,Perspiciatis error architecto quae corporis ratione molestiae atque asperiores doloribus mollitia.,3,0,496.0
576.342.180-90,Sra. Ana Vitória da Mota,Rebarbador de metal,1,28,Correia,10588,Viúvo,0,372,0,12313.66,Pessoal,28766.44,12,2.1,18.54,40,1034.43,True,Eletrônicos,2024-01-01,2024-11-19,2021-12-16,2024-11-16,15,61630.72,40.51,Renegociado,Telefone,Ipsum asperiores sit et doloribus eligendi animi.,2,0,372.0
147.395.062-70,Alice Teixeira,Empacotador,0,67,da Cruz,14561,Solteiro,0,535,0,13184.7,Pessoal,34437.19,48,1.69,34.92,10,5424.6,True,Móveis,2022-11-17,2024-11-20,2023-07-04,2025-01-01,4,64930.89,10.55,Em dia,Telefone,Est corrupti atque modi molestias facere doloremque adipisci mollitia deserunt quasi sunt.,1,1,535.0
170.934.286-22,Luiz Henrique Silva,Mensageiro,0,69,Campos de da Mata,11880,Solteiro,2,639,1,6006.84,Pessoal,41660.46,24,1.74,25.87,40,2235.39,False,Móveis,2022-06-06,2024-12-01,2023-12-19,2024-12-25,16,34660.32,46.85,Renegociado,Presencial,Minima quam odio dolore sapiente dolores natus pariatur assumenda vel.,2,0,319.5
918.543.607-01,Enrico Moreira,Lutador de karatê,0,42,da Cunha Paulista,14232,Solteiro,4,624,0,1751.77,Veículo,46303.0,6,1.5,26.91,20,6762.54,True,Eletrodomésticos,2022-05-11,2024-12-01,2021-12-11,2024-12-20,18,70521.95,23.39,Atrasado,Presencial,Voluptatibus qui nobis iure magni provident officia incidunt delectus aliquam explicabo aspernatur.,3,0,624.0
794.826.031-50,Enrico Araújo,Empacotador,1,36,Gomes da Prata,13555,Solteiro,1,332,0,32582.35,Parcelamento em Loja,31978.93,36,1.86,12.81,20,1098.6,True,Ferramentas,2021-12-12,2024-11-08,2024-06-28,2024-12-29,20,18431.73,22.83,Renegociado,Telefone,Quos vitae totam itaque inventore eaque facilis.,2,0,332.0
167.235.408-08,Sr. Enzo Gabriel Cardoso,Profissional de efeitos especiais,1,46,Gomes Verde,2679,Divorciado,4,376,1,22253.33,Veículo,33372.16,48,0.53,7.52,0,991.58,True,Móveis,2022-07-14,2024-11-08,2023-08-02,2024-11-10,12,24276.5,31.69,Renegociado,Presencial,Recusandae perferendis saepe eum debitis itaque.,2,0,188.0
284.513.706-08,Dra. Ana Fogaça,Cenógrafo,1,47,Cavalcanti do Campo,5061,Casado,1,567,0,33763.46,Veículo,44923.46,36,2.33,23.06,30,4223.34,True,Eletrodomésticos,2022-03-19,2024-11-12,2021-08-07,2025-01-02,3,12233.56,38.42,Renegociado,Telefone,Fuga quisquam sunt nesciunt aspernatur eaque odit facere vel in labore nulla.,2,1,567.0
671.453.980-01,Lucca da Paz,Petroleiro,0,50,da Paz de Minas,4438,Solteiro,3,461,1,33244.05,Imobiliário,41853.0,36,1.19,8.34,30,5470.74,True,Eletrodomésticos,2024-04-09,2024-11-10,2023-03-05,2024-11-17,1,18053.01,34.07,Atrasado,Online,Excepturi reprehenderit nobis iste libero dolores ipsum placeat blanditiis quidem.,3,0,230.5
806.234.571-80,João Felipe Vieira,Engenheiro civil,1,18,da Paz de Costela,17780,Solteiro,0,459,0,28614.57,Imobiliário,32742.86,6,2.16,29.59,0,5745.09,True,Móveis,2022-08-22,2024-11-05,2022-11-10,2024-12-21,9,22974.59,49.29,Em dia,Online,Magnam quibusdam sed dolores explicabo autem quia quisquam fugit quod molestiae velit.,1,0,459.0
450.796.132-70,Evelyn Rezende,Leiloeiro,0,36,Ribeiro,18979,Viúvo,0,571,1,8993.59,Imobiliário,15587.18,6,2.35,33.29,20,5498.23,True,Ferramentas,2024-09-02,2024-11-16,2022-12-19,2024-11-05,14,70388.02,48.88,Em dia,Telefone,Facilis dignissimos atque molestias sequi labore enim voluptatibus cumque consequuntur.,1,0,285.5
905.386.214-51,Sra. Larissa Silva,Tecnólogo em esporte e lazer,0,41,Cavalcanti de Correia,3697,Divorciado,0,451,0,22760.01,Veículo,28059.48,6,0.93,33.37,20,165.88,True,Móveis,2022-09-06,2024-11-08,2024-08-03,2024-12-01,10,33159.92,30.67,Renegociado,Online,Pariatur vero error ratione suscipit debitis incidunt quas a.,2,0,451.0
503.162.847-26,Caroline Fernandes,Projetista mecânico,1,58,Azevedo,18703,Viúvo,2,723,0,27379.88,Veículo,9858.31,6,2.66,33.69,40,6850.71,False,Móveis,2023-09-28,2024-11-18,2024-10-21,2024-12-10,9,14075.58,34.5,Atrasado,Online,Asperiores itaque quod placeat cupiditate perferendis fugiat.,3,0,723.0
415.809.276-02,Eduardo Freitas,Técnico em radiologia,1,26,da Mata de Minas,3291,Divorciado,0,689,0,4924.38,Imobiliário,1928.88,36,0.53,22.49,10,2055.1,True,Móveis,2024-08-26,2024-11-13,2021-11-26,2024-11-17,12,99798.62,31.41,Renegociado,Online,Maiores beatae id minus in suscipit impedit laboriosam sapiente.,2,0,689.0
689.203.517-59,Ana Lívia Lima,Cientista social,0,68,Duarte,14845,Viúvo,3,814,0,32055.66,Pessoal,48710.1,36,0.69,32.23,0,1489.72,True,Ferramentas,2024-03-02,2024-11-10,2023-01-15,2024-11-27,17,63438.36,12.66,Renegociado,Telefone,Et molestiae natus nihil temporibus unde dolor mollitia quod doloremque.,2,1,814.0
965.403.728-92,Emanuel Rodrigues,Recepcionista,1,38,Moura dos Dourados,18359,Casado,3,417,0,38739.74,Parcelamento em Loja,3826.34,24,1.7,20.62,30,8240.74,True,Eletrodomésticos,2023-06-07,2024-11-26,2021-09-02,2024-12-24,13,7963.05,48.92,Atrasado,Online,Eius dolore placeat ullam dolorem quas.,3,0,417.0
579.142.860-01,Lavínia Pereira,Engenheiro de projetos,1,39,Pires,2588,Divorciado,1,577,0,26110.61,Pessoal,37383.01,48,0.98,28.55,20,1612.72,True,Ferramentas,2024-03-19,2024-11-21,2022-06-15,2024-12-26,19,51063.58,22.66,Em dia,Online,Quisquam nemo debitis veritatis quod provident veniam.,1,1,577.0
713.260.598-40,Sofia Fogaça,Esgrimista,1,60,Santos,9963,Solteiro,0,601,1,5710.67,Veículo,5339.16,36,0.59,25.87,30,5737.03,True,Eletrodomésticos,2022-12-18,2024-11-10,2023-11-25,2024-12-29,13,11354.87,43.18,Em dia,Online,Optio cumque vel fugit nisi eius aliquam.,1,0,300.5
318.425.067-90,Sr. Otávio Nogueira,Gestor de tecnologia da informação,1,62,da Rocha,16924,Casado,4,444,0,19100.65,Veículo,22121.83,24,2.75,28.82,20,6889.68,False,Móveis,2023-11-17,2024-11-29,2024-02-04,2024-12-08,9,21348.67,41.66,Em dia,Telefone,Amet quia placeat neque aspernatur iste consectetur culpa laboriosam.,1,0,444.0
635.902.418-70,Catarina Moraes,Fonoaudiólogo,0,54,Barbosa Verde,18607,Solteiro,1,684,0,20904.74,Imobiliário,13427.21,36,1.59,28.53,20,3614.78,True,Móveis,2022-02-16,2024-11-30,2021-08-23,2024-12-14,13,63192.12,46.57,Renegociado,Telefone,Deserunt assumenda beatae possimus quo veniam officiis sed laboriosam perspiciatis minima quas.,2,1,684.0
368.245.970-74,Sr. Levi da Cunha,Carnavalesco,0,27,da Costa,13677,Viúvo,1,337,1,11935.29,Parcelamento em Loja,6362.39,48,2.25,27.26,40,7976.17,False,Ferramentas,2024-08-20,2024-11-27,2023-02-03,2024-11-20,7,86760.2,47.19,Em dia,Online,Omnis rerum labore eligendi nostrum numquam animi cum sit autem commodi eius.,1,0,168.5
082.431.567-71,Luiz Gustavo Fernandes,Barbeiro,1,19,Fernandes da Serra,11483,Solteiro,1,633,0,24067.07,Parcelamento em Loja,40240.07,48,2.67,33.41,30,9306.47,True,Eletrodomésticos,2022-08-20,2024-11-29,2023-08-08,2024-11-18,1,63898.47,21.84,Em dia,Online,Ratione voluptates explicabo qui mollitia modi aut velit voluptas inventore laudantium.,1,1,633.0
903.271.485-60,Júlia Gonçalves,Leiteiro,1,47,Rezende do Oeste,15640,Viúvo,3,778,0,13675.12,Pessoal,29901.41,48,1.12,27.69,30,4399.46,False,Ferramentas,2024-04-27,2024-11-10,2021-02-12,2024-12-07,16,15909.36,31.26,Atrasado,Presencial,Reiciendis sequi sint et similique atque illum repudiandae cumque itaque veritatis rerum ipsum debitis.,3,0,778.0
695.801.342-51,Melissa Souza,Lutador de taekwondo,0,61,Novaes,1702,Divorciado,4,325,0,11808.49,Parcelamento em Loja,22795.56,24,1.41,13.51,40,2226.53,True,Ferramentas,2023-08-08,2024-11-28,2022-07-18,2024-12-29,5,40243.53,26.72,Renegociado,Online,Aut nisi non dolor totam magni at saepe distinctio sequi quae.,2,0,325.0
243.710.589-14,Dr. Antônio Correia,Otorrinolaringologista,1,60,da Costa da Mata,17347,Solteiro,3,322,1,33540.39,Pessoal,13011.54,36,1.9,18.28,0,9153.31,True,Eletrodomésticos,2022-05-03,2024-12-04,2021-12-26,2024-12-16,12,22764.52,32.86,Renegociado,Presencial,Suscipit amet minus veniam possimus beatae dignissimos reprehenderit libero incidunt laudantium deleniti placeat.,2,0,161.0
347.986.520-83,Igor Pereira,Co-piloto,0,54,das Neves,12396,Divorciado,1,742,0,27512.28,Veículo,6571.72,12,2.66,33.36,40,8146.9,False,Móveis,2024-03-23,2024-11-18,2021-11-16,2024-12-15,12,35035.98,44.89,Renegociado,Presencial,Beatae dolore voluptates deserunt ullam rem doloribus iusto.,2,1,742.0
324.108.795-60,João Gabriel Farias,Profissional de marketing,1,54,da Mota,15843,Casado,3,714,0,18613.7,Imobiliário,5141.14,48,1.42,25.21,30,4751.27,False,Ferramentas,2022-01-05,2024-11-09,2021-07-03,2024-11-10,2,87563.7,34.72,Atrasado,Online,Eveniet neque quidem aliquid porro rerum doloribus perferendis nobis quibusdam fuga quod.,3,0,714.0
079.862.451-58,Enrico Moura,Ombudsman,0,53,Pires do Sul,15406,Divorciado,1,802,1,19099.63,Parcelamento em Loja,41779.21,48,1.84,9.09,40,3357.3,False,Ferramentas,2022-10-31,2024-11-22,2023-09-16,2024-12-06,18,67027.24,45.79,Em dia,Online,Dolore possimus temporibus reprehenderit doloremque nisi nesciunt quis commodi laboriosam eius quasi.,1,0,401.0
516.798.402-58,Sr. Yago Lopes,Seringueiro,1,36,Campos de Farias,14464,Divorciado,1,438,0,30019.56,Imobiliário,23362.29,48,1.75,17.41,40,6936.52,True,Eletrônicos,2022-09-15,2024-11-09,2021-02-14,2024-12-31,3,60727.27,47.42,Renegociado,Presencial,Odio corporis eum vero exercitationem ipsa earum rerum praesentium delectus nam soluta occaecati.,2,0,438.0
894.301.572-05,André Lopes,Dermatologista,1,39,da Cruz Grande,12359,Viúvo,2,476,0,47997.61,Veículo,43724.22,48,1.82,23.33,40,3660.97,False,Ferramentas,2022-06-21,2024-11-22,2021-06-12,2024-12-24,8,16307.87,38.56,Atrasado,Telefone,Rerum sint tempore temporibus autem praesentium delectus deleniti repellat.,3,0,476.0
963.715.082-02,Srta. Raquel Melo,Corregedor de justiça,1,40,Caldeira do Campo,17391,Viúvo,1,622,0,12474.69,Parcelamento em Loja,8604.4,48,2.61,28.59,40,9847.18,False,Ferramentas,2023-02-14,2024-11-13,2023-10-23,2024-12-15,18,77167.52,15.62,Em dia,Presencial,Possimus hic nemo ea ducimus repudiandae quam.,1,1,622.0
476.290.381-78,Lucas Gabriel Martins,Metalúrgico,1,45,Oliveira,4962,Solteiro,0,444,0,25655.49,Pessoal,4663.08,6,2.09,11.42,30,6838.97,True,Ferramentas,2022-05-30,2024-11-23,2022-07-19,2024-12-18,11,99624.84,39.7,Em dia,Presencial,Dolorum doloremque et dolor amet doloribus tempora reiciendis nisi maxime qui quod numquam.,1,0,444.0
156.389.204-98,Matheus Campos,Agente de defesa sanitária,1,39,da Cunha,17405,Solteiro,1,757,0,42001.54,Pessoal,604.38,48,0.54,10.29,30,4789.91,False,Eletrônicos,2024-10-29,2024-11-14,2023-06-24,2024-12-27,4,59215.75,49.02,Em dia,Online,Inventore optio facere ratione modi consequatur eius quas natus quibusdam non debitis autem.,1,1,757.0
754.089.623-00,Esther da Rosa,Contábil,0,68,Moura do Norte,19350,Divorciado,1,836,0,22798.34,Veículo,26811.55,12,2.92,18.41,20,345.98,True,Eletrodomésticos,2023-07-04,2024-12-01,2023-09-24,2024-12-17,1,96079.68,45.07,Renegociado,Online,Odio tempora eveniet veniam unde in magni architecto dignissimos vitae iusto vel.,2,1,836.0
346.257.089-74,Clara Cavalcanti,Carteiro,1,54,Cavalcanti,4898,Solteiro,3,758,0,25220.01,Parcelamento em Loja,25745.59,12,1.03,31.83,10,2677.41,True,Ferramentas,2021-11-22,2024-11-17,2022-02-06,2024-12-02,4,12163.16,37.35,Renegociado,Telefone,Adipisci possimus commodi omnis provident voluptate provident debitis consequatur cupiditate cupiditate.,2,1,758.0
760.325.981-95,Emilly Cardoso,Lutador de karatê,1,43,Almeida,8137,Divorciado,0,327,0,46723.83,Parcelamento em Loja,11663.17,36,1.28,13.34,30,1061.08,True,Ferramentas,2023-06-05,2024-11-05,2023-12-07,2024-12-03,17,60331.11,40.71,Em dia,Telefone,Atque nulla sunt saepe dolorem repellat illum totam delectus.,1,0,327.0
327.589.014-04,Melissa Peixoto,Engenheiro de supply chain ou logística,0,66,Almeida Verde,16971,Divorciado,2,351,1,25474.36,Pessoal,24099.59,12,1.34,25.08,30,9733.71,False,Móveis,2022-02-06,2024-11-09,2021-07-28,2024-11-21,14,32553.36,12.78,Em dia,Telefone,Inventore est accusamus tempora aut ratione enim cumque quis.,1,0,175.5
796.823.041-13,Sophia Pinto,Prefeito,1,31,Nogueira,8514,Divorciado,2,362,0,45626.25,Parcelamento em Loja,4916.16,24,1.48,8.93,10,3983.72,True,Móveis,2024-01-06,2024-11-08,2023-01-24,2024-11-18,19,19118.75,42.18,Em dia,Online,Sit earum pariatur pariatur culpa eius repellat quidem ab nobis ipsa expedita tempora.,1,0,362.0
815.347.290-97,Dr. Eduardo da Paz,Trompetista,0,38,das Neves,5521,Solteiro,2,784,1,38048.09,Pessoal,45175.7,36,2.78,35.32,0,8093.78,False,Móveis,2021-11-23,2024-11-12,2023-04-11,2024-12-22,18,37747.26,46.43,Renegociado,Online,Blanditiis quasi incidunt aperiam excepturi voluptatibus ab.,2,0,392.0
027.651.943-43,Luiz Felipe Sales,Museólogo,1,25,Viana,2113,Solteiro,0,554,0,16523.1,Parcelamento em Loja,36379.36,24,2.06,24.73,10,8082.56,False,Eletrônicos,2022-04-29,2024-11-12,2023-08-04,2024-12-07,3,69561.53,38.86,Atrasado,Online,Eligendi est expedita numquam nulla aperiam deserunt aliquam est odio error eveniet at.,3,0,554.0
451.078.923-88,Guilherme Peixoto,Cabo,1,52,Aragão,11261,Solteiro,2,344,0,37714.79,Imobiliário,19097.84,36,2.76,32.26,40,9578.17,True,Eletrodomésticos,2024-01-28,2024-11-21,2023-09-11,2024-12-24,17,83595.46,40.75,Em dia,Online,Animi tenetur debitis similique pariatur reprehenderit architecto officia et eum eaque quibusdam nisi.,1,0,344.0
578.691.204-30,Cauã Porto,Cenotécnico,0,67,Nogueira de Gomes,10863,Casado,3,505,0,3721.62,Imobiliário,31965.42,36,1.36,21.64,0,1392.64,False,Móveis,2024-09-04,2024-11-12,2023-09-07,2024-12-07,9,99723.02,39.29,Atrasado,Online,Alias vero doloribus fugit fugit nesciunt vel incidunt.,3,0,505.0
